A1,B1,C1,C3,D1,E1,F,G,H,I,D2,E2,A2,B2,C2,Target
1,0,0,0,0,0,56.65,8.29,1,26.97,0.0,0.0,0.37,0.0,0.0,0
2999,1,0,0,0,0,39.5,1.36,0,3437.43,0.0,0.0,8.72,0.29,0.0,0
8,0,0,0,0,0,52.94,5.26,0,24.89,0.0,0.0,3.21,0.0,0.0,0
14,0,0,0,0,0,35.4,12.3,0,13.74,0.0,0.0,10.19,0.0,0.0,0
3,0,0,0,0,0,40.43,0.7,0,196.06,0.0,0.0,0.15,0.0,0.0,0
23,0,0,0,0,0,50.32,2.25,0,186.02,0.0,0.0,1.24,0.0,0.0,0
2,0,0,0,0,0,42.71,0.18,0,50.03,0.0,0.0,0.4,0.0,0.0,0
1,0,0,0,0,0,47.83,8.24,1,0.55,0.0,0.0,18.05,0.0,0.0,0
71,0,0,0,0,0,36.74,0.84,0,132.34,0.0,0.0,5.37,0.0,0.0,0
2,0,0,0,0,0,37.9,0.98,0,6.02,0.0,0.0,3.32,0.0,0.0,0
3,0,0,0,0,0,60.94,16.64,1,8.36,0.0,0.0,3.59,0.0,0.0,0
2,0,0,0,0,0,39.84,3.97,0,1.26,0.0,0.0,15.87,0.0,0.0,0
12,0,0,0,0,0,38.16,3.48,0,9.15,0.0,0.0,13.11,0.0,0.0,0
10,0,0,0,0,0,36.92,3.86,0,35.96,0.0,0.0,2.78,0.0,0.0,0
37,0,0,0,0,0,38.26,2.12,0,44.61,0.0,0.0,8.29,0.0,0.0,0
3,0,0,0,0,0,39.3,0.3,0,2.15,0.0,0.0,13.99,0.0,0.0,0
115,0,0,0,0,0,49.82,1.76,0,140.27,0.0,0.0,8.2,0.0,0.0,0
1,0,0,0,0,0,36.85,0.72,0,37.68,0.0,0.0,0.27,0.0,0.0,0
5,0,0,0,0,0,38.97,1.63,0,20.0,0.0,0.0,2.5,0.0,0.0,0
45,0,0,0,0,0,37.58,2.47,0,50.0,0.0,0.0,9.0,0.0,0.0,0
243,1,0,0,0,0,55.73,3.62,0,257.36,0.0,0.0,9.44,3.89,0.0,0
1,0,0,0,0,0,55.91,7.48,1,0.82,0.0,0.0,12.18,0.0,0.0,0
1,0,0,0,0,0,72.63,24.92,1,1.02,0.0,0.0,9.78,0.0,0.0,0
1,0,0,0,0,0,36.41,5.22,0,1.07,0.0,0.0,9.34,0.0,0.0,0
56939,0,6,4,26,4,41.05,0.59,0,63533.03,0.0,0.0,8.96,0.0,0.09,0
1,0,0,0,0,0,40.86,1.11,0,8.37,0.0,0.0,1.2,0.0,0.0,0
3,0,0,0,0,0,48.49,4.2,0,10.12,0.0,0.0,2.96,0.0,0.0,0
4,0,0,0,0,0,41.11,0.52,0,1.79,0.0,0.0,22.28,0.0,0.0,0
208,0,0,0,0,0,38.53,2.66,0,240.05,0.0,0.0,8.66,0.0,0.0,0
1,0,0,0,0,0,63.1,10.56,1,34.33,0.0,0.0,0.29,0.0,0.0,0
6,0,0,0,0,0,44.42,6.66,0,28.95,0.0,0.0,2.07,0.0,0.0,0
5,0,0,0,0,0,43.17,3.43,0,18.72,0.0,0.0,2.67,0.0,0.0,0
1,0,0,0,0,0,28.37,13.27,1,1.71,0.0,0.0,5.86,0.0,0.0,0
1,0,0,0,0,0,33.8,2.0,0,1.15,0.0,0.0,8.69,0.0,0.0,0
2,0,0,0,0,0,55.2,15.6,1,0.97,0.0,0.0,20.6,0.0,0.0,0
3,0,0,0,0,0,38.36,2.42,0,8.21,0.0,0.0,3.65,0.0,0.0,0
1,0,0,0,0,0,37.02,10.69,0,1.06,0.0,0.0,9.44,0.0,0.0,0
1,0,0,0,0,0,35.4,6.24,0,1.13,0.0,0.0,8.85,0.0,0.0,0
3498,0,0,0,0,0,38.0,9.71,0,2236.7,0.0,0.0,15.64,0.0,0.0,0
10,0,0,0,0,0,47.24,0.17,0,40.0,0.0,0.0,2.5,0.0,0.0,0
1,0,0,0,0,0,28.61,1.66,0,1.75,0.0,0.0,5.71,0.0,0.0,0
4,0,0,0,0,0,52.16,4.45,0,2.46,0.0,0.0,16.29,0.0,0.0,0
2,0,0,0,0,0,48.06,8.46,1,0.8,0.0,0.0,25.03,0.0,0.0,0
1,0,0,0,0,0,31.99,4.35,1,10.68,0.0,0.0,0.94,0.0,0.0,0
151,0,0,0,0,0,52.12,4.06,0,266.99,0.0,0.0,5.66,0.0,0.0,0
68,0,0,0,0,0,47.26,4.3,0,66.77,0.0,0.0,10.18,0.0,0.0,0
1,0,0,0,0,0,34.23,1.57,0,1.08,0.0,0.0,9.23,0.0,0.0,0
98,0,0,0,0,0,49.67,1.6,0,136.38,0.0,0.0,7.19,0.0,0.0,0
2,0,0,0,0,0,20.56,23.73,1,5.06,0.0,0.0,3.95,0.0,0.0,0
1,0,0,0,0,0,34.99,1.14,0,8.22,0.0,0.0,1.22,0.0,0.0,0
2,0,0,0,0,0,37.71,3.07,0,8.99,0.0,0.0,2.22,0.0,0.0,0
88,0,0,0,0,0,27.62,9.06,1,100.28,0.0,0.0,8.78,0.0,0.0,0
1,0,0,0,0,0,31.93,7.67,1,2.71,0.0,0.0,3.7,0.0,0.0,0
1,0,1,1,0,0,44.5,3.93,0,1.06,0.0,0.0,9.41,0.0,940.73,0
1,0,0,0,0,0,43.62,2.84,0,14.99,0.0,0.0,0.67,0.0,0.0,0
2,0,0,0,0,0,38.84,1.94,0,26.98,0.0,0.0,0.74,0.0,0.0,0
266,0,0,0,0,0,51.99,2.81,0,506.85,0.0,0.0,5.25,0.0,0.0,0
1,0,0,0,0,0,36.78,4.85,0,1.06,0.0,0.0,9.41,0.0,0.0,0
54,0,0,0,0,0,35.47,7.17,1,47.89,0.0,0.0,11.28,0.0,0.0,0
27,0,0,0,0,0,64.78,16.1,1,29.15,0.0,0.0,9.26,0.0,0.0,0
256,0,0,0,15,15,53.96,0.03,0,214.5,0.7,0.7,11.93,0.0,0.0,0
1,0,0,0,0,0,45.41,5.81,0,1.56,0.0,0.0,6.42,0.0,0.0,0
8,0,0,0,25,25,20.53,4.74,0,18.28,13.67,13.67,4.38,0.0,0.0,0
60,0,0,0,0,0,33.95,10.34,0,61.02,0.0,0.0,9.83,0.0,0.0,0
3,0,0,0,0,0,54.29,6.58,0,1.69,0.0,0.0,17.74,0.0,0.0,0
19,0,0,0,0,0,38.43,9.63,1,61.24,0.0,0.0,3.1,0.0,0.0,0
1,0,0,0,0,0,35.04,0.76,0,2.55,0.0,0.0,3.93,0.0,0.0,0
3,0,0,0,0,0,40.62,4.05,0,3.4,0.0,0.0,8.81,0.0,0.0,0
1,0,0,0,0,0,39.82,3.95,0,0.98,0.0,0.0,10.24,0.0,0.0,0
1,0,0,0,0,0,98.75,53.72,1,6.89,0.0,0.0,1.45,0.0,0.0,0
41,0,0,0,0,0,45.83,1.24,0,60.0,0.0,0.0,6.83,0.0,0.0,0
7,0,0,0,0,0,42.81,0.08,0,87.9,0.0,0.0,0.8,0.0,0.0,0
5,0,0,0,0,0,38.79,2.66,0,95.92,0.0,0.0,0.52,0.0,0.0,0
3,0,0,0,0,0,39.55,1.23,0,27.53,0.0,0.0,1.09,0.0,0.0,0
2,0,0,0,0,0,45.42,2.28,0,10.42,0.0,0.0,1.92,0.0,0.0,0
2,0,0,0,0,0,36.24,0.11,0,3.2,0.0,0.0,6.25,0.0,0.0,0
5,0,0,0,0,0,39.57,0.03,0,3.69,0.0,0.0,13.54,0.0,0.0,0
1,0,0,0,0,0,35.02,1.12,0,137.31,0.0,0.0,0.07,0.0,0.0,0
33,0,0,0,0,0,55.57,14.71,1,29.34,0.0,0.0,11.25,0.0,0.0,0
5,0,0,0,0,0,22.55,18.23,1,18.88,0.0,0.0,2.65,0.0,0.0,0
884,0,0,0,0,0,36.83,10.88,0,587.54,0.0,0.0,15.05,0.0,0.0,0
46,0,0,0,0,0,53.79,5.73,0,69.83,0.0,0.0,6.59,0.0,0.0,0
2,0,0,0,0,0,47.7,11.83,1,0.43,0.0,0.0,46.08,0.0,0.0,0
1,0,0,0,0,0,45.12,2.38,0,12.63,0.0,0.0,0.79,0.0,0.0,0
1,0,0,0,0,0,40.52,7.91,1,0.46,0.0,0.0,21.55,0.0,0.0,0
40286,1,4,3,1192,345,44.14,0.02,0,47440.54,0.25,0.07,8.49,0.02,0.08,0
49,0,0,0,0,0,45.67,1.39,0,60.0,0.0,0.0,8.17,0.0,0.0,0
20,0,0,0,0,0,40.25,1.39,0,27.57,0.0,0.0,7.26,0.0,0.0,0
1,0,0,0,0,0,19.27,16.86,1,58.66,0.0,0.0,0.17,0.0,0.0,0
0,0,0,0,4,0,50.35,1.92,0,1.0,39.96,0.0,0.0,0.0,0.0,0
5,0,0,0,0,0,64.79,28.65,1,108.86,0.0,0.0,0.46,0.0,0.0,0
1,0,0,0,0,0,43.27,1.41,0,76.85,0.0,0.0,0.13,0.0,0.0,0
4,0,0,0,0,0,25.73,10.95,1,6.48,0.0,0.0,6.17,0.0,0.0,0
5,0,0,0,25,0,39.1,2.97,0,34.98,7.15,0.0,1.43,0.0,0.0,0
1,0,0,0,0,0,61.01,16.71,1,4.85,0.0,0.0,2.06,0.0,0.0,0
87,0,0,0,0,0,39.08,8.23,0,155.52,0.0,0.0,5.59,0.0,0.0,0
274,0,0,0,0,0,37.25,1.5,0,513.91,0.0,0.0,5.33,0.0,0.0,0
1726,0,0,0,0,0,50.36,2.66,0,1088.96,0.0,0.0,15.85,0.0,0.0,0
8,0,0,0,0,0,32.67,9.15,1,75.68,0.0,0.0,1.06,0.0,0.0,0
1,0,0,0,0,0,26.51,9.62,1,0.69,0.0,0.0,14.41,0.0,0.0,0
704,0,0,0,0,25,49.06,8.47,0,719.41,0.0,0.35,9.79,0.0,0.0,0
4,0,0,0,0,0,50.78,0.23,0,8.67,0.0,0.0,4.61,0.0,0.0,0
2,0,0,0,0,0,30.05,14.25,1,5.54,0.0,0.0,3.61,0.0,0.0,0
2,0,0,0,0,0,30.7,13.6,1,5.47,0.0,0.0,3.65,0.0,0.0,0
229,0,0,0,0,0,42.74,0.95,0,489.53,0.0,0.0,4.68,0.0,0.0,0
5,0,0,0,0,0,34.04,10.25,0,12.14,0.0,0.0,4.12,0.0,0.0,0
1,0,0,0,0,0,41.82,5.95,1,1.49,0.0,0.0,6.73,0.0,0.0,0
7,0,0,0,0,0,32.34,4.34,0,4.94,0.0,0.0,14.16,0.0,0.0,0
3,0,0,0,0,0,42.12,0.5,0,1.46,0.0,0.0,20.55,0.0,0.0,0
8593,3,0,0,0,0,50.7,2.76,0,7799.96,0.0,0.0,11.02,0.38,0.0,0
2,0,0,0,0,0,36.83,4.8,0,1.01,0.0,0.0,19.8,0.0,0.0,0
358,0,0,0,0,0,56.73,15.87,1,316.6,0.0,0.0,11.31,0.0,0.0,0
1,0,0,0,0,0,58.54,10.83,0,1.4,0.0,0.0,7.15,0.0,0.0,0
1,0,0,0,0,0,35.36,0.77,0,67.97,0.0,0.0,0.15,0.0,0.0,0
14,0,0,0,0,0,60.3,16.01,1,13.43,0.0,0.0,10.42,0.0,0.0,0
1,0,0,0,0,0,27.86,20.2,1,17.29,0.0,0.0,0.58,0.0,0.0,0
1,0,0,0,0,0,57.66,9.23,1,0.47,0.0,0.0,21.28,0.0,0.0,0
1,0,0,0,0,0,43.08,1.44,0,2.29,0.0,0.0,4.37,0.0,0.0,0
1,0,0,0,0,0,33.89,5.71,0,1.49,0.0,0.0,6.7,0.0,0.0,0
22,0,0,0,0,0,47.66,0.59,0,38.67,0.0,0.0,5.69,0.0,0.0,0
1,0,0,0,0,0,18.64,17.49,1,49.01,0.0,0.0,0.2,0.0,0.0,0
37,0,0,0,0,0,67.29,25.48,1,28.98,0.0,0.0,12.77,0.0,0.0,0
55,0,0,0,0,0,56.61,4.06,0,49.98,0.0,0.0,11.01,0.0,0.0,0
25,0,0,0,0,0,39.43,4.86,0,18.4,0.0,0.0,13.59,0.0,0.0,0
2,0,0,0,0,0,32.47,7.12,1,1.12,0.0,0.0,17.79,0.0,0.0,0
1,0,0,0,0,0,63.32,10.77,1,84.49,0.0,0.0,0.12,0.0,0.0,0
1,0,0,0,0,0,46.32,2.11,0,0.47,0.0,0.0,21.05,0.0,0.0,0
3,0,0,0,0,0,43.83,3.05,0,6.99,0.0,0.0,4.29,0.0,0.0,0
978,3,0,0,0,2,45.19,2.01,0,875.49,0.0,0.02,11.17,3.43,0.0,0
2,0,0,0,0,0,32.8,8.84,0,3.41,0.0,0.0,5.86,0.0,0.0,0
47,0,0,0,0,0,48.1,1.03,0,60.0,0.0,0.0,7.83,0.0,0.0,0
1,0,0,0,0,0,41.74,1.0,0,12.17,0.0,0.0,0.82,0.0,0.0,0
2,0,0,0,0,0,33.11,11.18,0,6.37,0.0,0.0,3.14,0.0,0.0,0
1,0,0,0,0,0,36.98,0.64,0,6.74,0.0,0.0,1.48,0.0,0.0,0
12,0,0,0,0,0,49.53,0.84,0,63.64,0.0,0.0,1.89,0.0,0.0,0
2,0,0,0,0,0,33.81,7.83,0,1.54,0.0,0.0,12.98,0.0,0.0,0
12,0,0,0,0,0,50.96,6.39,1,20.42,0.0,0.0,5.88,0.0,0.0,0
12,1,0,0,0,0,34.06,1.84,0,23.16,0.0,0.0,5.18,43.17,0.0,0
3,0,0,0,0,0,35.27,0.6,0,6.97,0.0,0.0,4.3,0.0,0.0,0
4,0,0,0,0,0,36.17,4.61,0,9.17,0.0,0.0,4.36,0.0,0.0,0
1,0,0,0,0,0,40.15,0.63,0,4.99,0.0,0.0,2.0,0.0,0.0,0
56,0,0,0,0,0,44.35,2.72,0,59.2,0.0,0.0,9.46,0.0,0.0,0
6,0,0,0,0,0,42.71,0.14,0,55.48,0.0,0.0,1.08,0.0,0.0,0
3,0,0,0,0,0,48.77,7.13,0,1.09,0.0,0.0,27.4,0.0,0.0,0
373,81,1,0,5,0,41.78,0.08,0,1379.79,0.04,0.0,2.7,58.7,0.72,0
1,0,112,0,0,0,44.11,1.22,0,52.71,0.0,0.0,0.19,0.0,2124.91,0
4,0,0,0,0,0,37.57,3.21,0,6.99,0.0,0.0,5.72,0.0,0.0,0
1,0,0,0,0,0,48.5,8.9,1,0.6,0.0,0.0,16.67,0.0,0.0,0
9,0,0,0,0,0,36.81,7.49,0,129.06,0.0,0.0,0.7,0.0,0.0,0
1,0,0,0,0,0,36.92,2.68,0,1.16,0.0,0.0,8.61,0.0,0.0,0
1,0,0,0,0,0,29.26,7.16,1,17.46,0.0,0.0,0.57,0.0,0.0,0
13,0,0,0,0,0,57.81,9.75,1,31.39,0.0,0.0,4.14,0.0,0.0,0
1,0,0,0,0,0,35.79,0.08,0,0.83,0.0,0.0,12.09,0.0,0.0,0
14,0,0,0,0,0,66.02,14.6,1,31.05,0.0,0.0,4.51,0.0,0.0,0
1,0,0,0,0,0,46.05,6.45,0,0.66,0.0,0.0,15.2,0.0,0.0,0
2,0,0,0,0,0,49.99,1.93,0,25.58,0.0,0.0,0.78,0.0,0.0,0
1,0,0,0,0,0,37.64,1.51,0,3.05,0.0,0.0,3.28,0.0,0.0,0
2,0,0,0,0,0,27.09,17.2,1,5.18,0.0,0.0,3.86,0.0,0.0,0
100,0,0,0,0,0,45.59,2.56,1,117.61,0.0,0.0,8.5,0.0,0.0,0
2,0,0,0,0,0,50.5,2.07,0,1.01,0.0,0.0,19.8,0.0,0.0,0
1,0,0,0,0,0,30.82,8.78,1,0.89,0.0,0.0,11.25,0.0,0.0,0
3,0,0,0,0,0,50.46,3.22,0,3.94,0.0,0.0,7.62,0.0,0.0,0
1,0,0,0,0,0,38.06,1.54,0,1.85,0.0,0.0,5.39,0.0,0.0,0
1,0,0,0,0,0,39.43,3.56,0,0.56,0.0,0.0,17.76,0.0,0.0,0
39,0,0,0,0,0,35.77,2.97,0,97.56,0.0,0.0,4.0,0.0,0.0,0
1,0,0,0,0,0,42.35,0.53,0,1.54,0.0,0.0,6.49,0.0,0.0,0
1079,0,0,0,6,0,36.71,11.98,1,805.52,0.07,0.0,13.4,0.0,0.0,0
946,0,0,0,10,0,38.18,10.51,1,754.37,0.13,0.0,12.54,0.0,0.0,0
1,0,0,0,0,0,22.58,7.69,1,1.08,0.0,0.0,9.29,0.0,0.0,0
1,0,1,0,0,0,50.72,16.94,1,4.01,0.0,0.0,2.49,0.0,249.25,0
17,0,0,0,0,0,46.64,0.42,0,28.91,0.0,0.0,5.88,0.0,0.0,0
62,0,0,0,0,0,41.56,0.24,0,92.97,0.0,0.0,6.67,0.0,0.0,0
2,0,0,0,0,0,35.04,0.83,0,1.39,0.0,0.0,14.42,0.0,0.0,0
1,0,0,0,0,0,25.29,1.31,0,11.15,0.0,0.0,0.9,0.0,0.0,0
1,0,0,0,0,0,33.37,6.23,0,1.03,0.0,0.0,9.67,0.0,0.0,0
88,0,0,0,0,0,33.47,0.66,0,115.79,0.0,0.0,7.6,0.0,0.0,0
2,0,0,0,0,0,26.12,18.17,1,5.65,0.0,0.0,3.54,0.0,0.0,0
29686,68,4,2,57,90,44.09,0.44,0,40850.81,0.01,0.02,7.27,1.66,0.1,0
1,0,0,0,0,0,43.76,2.98,0,7.98,0.0,0.0,1.25,0.0,0.0,0
23,0,0,0,1,1,53.82,5.76,0,38.86,0.26,0.26,5.92,0.0,0.0,0
3,0,0,0,50,25,44.23,0.45,0,84.32,5.93,2.97,0.36,0.0,0.0,0
2,0,0,0,0,0,38.68,2.55,0,70.41,0.0,0.0,0.28,0.0,0.0,0
5,0,0,0,0,0,68.33,20.62,1,1.49,0.0,0.0,33.62,0.0,0.0,0
118,0,0,0,0,14,51.54,3.83,0,87.46,0.0,1.6,13.49,0.0,0.0,0
57,0,0,0,0,0,50.49,2.42,0,89.95,0.0,0.0,6.34,0.0,0.0,0
4,0,0,0,0,0,64.35,16.64,1,2.68,0.0,0.0,14.95,0.0,0.0,0
2,0,0,0,0,0,36.73,5.37,1,5.0,0.0,0.0,4.0,0.0,0.0,0
6,0,0,0,0,0,22.16,18.62,1,16.11,0.0,0.0,3.72,0.0,0.0,0
65,0,0,0,0,0,34.33,6.53,1,66.62,0.0,0.0,9.76,0.0,0.0,0
8,0,0,0,0,0,22.45,7.83,1,27.27,0.0,0.0,2.93,0.0,0.0,0
2,0,0,0,0,0,33.06,6.2,1,2.34,0.0,0.0,8.53,0.0,0.0,0
806,0,0,0,0,0,37.48,3.38,0,917.66,0.0,0.0,8.78,0.0,0.0,0
3,0,0,0,0,0,60.51,16.22,1,9.7,0.0,0.0,3.09,0.0,0.0,0
172,0,0,0,0,0,40.46,7.25,0,110.93,0.0,0.0,15.5,0.0,0.0,0
11,0,0,0,0,0,36.57,2.31,0,12.79,0.0,0.0,8.6,0.0,0.0,0
4,0,0,0,0,0,49.37,5.08,0,10.29,0.0,0.0,3.89,0.0,0.0,0
34,0,0,0,0,0,30.88,10.76,1,52.78,0.0,0.0,6.44,0.0,0.0,0
6,0,0,0,0,0,32.68,3.66,1,22.58,0.0,0.0,2.66,0.0,0.0,0
39925,52,1,0,71,61,41.38,1.36,0,58651.89,0.01,0.01,6.81,0.89,0.02,0
2,0,0,0,0,0,54.42,5.99,0,1.11,0.0,0.0,18.05,0.0,0.0,0
1,0,0,0,0,0,40.84,4.19,0,0.95,0.0,0.0,10.47,0.0,0.0,0
9,0,0,0,0,0,41.25,1.31,0,128.99,0.0,0.0,0.7,0.0,0.0,0
34,0,0,0,0,0,46.9,0.16,0,60.0,0.0,0.0,5.67,0.0,0.0,0
1,0,0,0,0,0,58.81,11.1,0,1.41,0.0,0.0,7.08,0.0,0.0,0
3,0,0,0,0,0,48.72,4.42,0,3.59,0.0,0.0,8.36,0.0,0.0,0
2,0,0,0,0,0,37.75,1.85,0,2.08,0.0,0.0,9.63,0.0,0.0,0
3,0,0,0,0,0,42.95,2.17,0,7.98,0.0,0.0,3.76,0.0,0.0,0
119,0,0,0,0,0,47.42,0.65,0,379.34,0.0,0.0,3.14,0.0,0.0,0
8,0,0,0,0,0,20.59,1.14,0,14.52,0.0,0.0,5.51,0.0,0.0,0
13,0,0,0,0,0,47.3,0.23,0,38.23,0.0,0.0,3.4,0.0,0.0,0
8,0,0,0,0,0,38.38,2.4,0,19.37,0.0,0.0,4.13,0.0,0.0,0
83,0,0,0,0,0,28.48,7.39,1,73.45,0.0,0.0,11.3,0.0,0.0,0
1,0,0,0,0,0,44.26,4.1,0,55.27,0.0,0.0,0.18,0.0,0.0,0
1,0,0,0,0,0,39.73,1.04,0,14.63,0.0,0.0,0.68,0.0,0.0,0
2,0,0,0,0,0,43.28,1.39,0,38.22,0.0,0.0,0.52,0.0,0.0,0
4338,28,14,0,28,26,48.47,12.59,1,6000.76,0.05,0.04,7.23,4.67,2.33,0
40,0,0,0,0,0,39.39,1.39,0,57.04,0.0,0.0,7.01,0.0,0.0,0
1,0,0,0,0,0,34.98,1.15,0,4.57,0.0,0.0,2.19,0.0,0.0,0
1,0,0,0,0,0,44.25,4.66,0,0.76,0.0,0.0,13.21,0.0,0.0,0
1,0,0,0,0,0,35.48,0.65,0,87.75,0.0,0.0,0.11,0.0,0.0,0
3,0,0,0,0,0,38.68,3.42,0,24.0,0.0,0.0,1.25,0.0,0.0,0
1,0,0,0,0,0,60.88,16.59,1,3.34,0.0,0.0,3.0,0.0,0.0,0
3,0,0,0,0,0,38.29,2.49,0,6.99,0.0,0.0,4.29,0.0,0.0,0
55095,20,2,2,125,117,41.8,3.23,0,63738.58,0.02,0.02,8.64,0.31,0.03,0
1,0,0,0,0,0,47.6,0.83,0,1.02,0.0,0.0,9.79,0.0,0.0,0
2,0,99,2,0,0,43.73,0.84,0,38.31,0.0,0.0,0.52,0.0,2584.05,0
2,0,0,0,0,0,56.0,7.64,1,56.23,0.0,0.0,0.36,0.0,0.0,0
39,0,0,0,0,0,33.43,2.7,0,45.13,0.0,0.0,8.64,0.0,0.0,0
1,0,0,0,0,0,33.94,1.92,0,0.55,0.0,0.0,18.35,0.0,0.0,0
2,0,0,0,0,0,43.54,3.57,0,16.0,0.0,0.0,1.25,0.0,0.0,0
318,0,0,0,0,0,41.07,0.74,0,500.23,0.0,0.0,6.36,0.0,0.0,0
1,0,0,0,0,0,34.35,1.44,0,1.24,0.0,0.0,8.06,0.0,0.0,0
18,0,0,0,0,0,50.18,3.6,1,33.85,0.0,0.0,5.32,0.0,0.0,0
1,0,0,0,0,0,44.86,1.91,0,34.66,0.0,0.0,0.29,0.0,0.0,0
3,0,0,0,0,0,39.21,1.57,0,3.81,0.0,0.0,7.88,0.0,0.0,0
1,0,0,0,0,0,36.99,0.86,0,0.42,0.0,0.0,23.87,0.0,0.0,0
1,0,0,0,0,0,33.59,8.05,0,1.19,0.0,0.0,8.42,0.0,0.0,0
2,0,0,0,0,0,29.98,14.31,1,5.18,0.0,0.0,3.86,0.0,0.0,0
3,0,0,0,0,0,27.4,20.31,1,7.86,0.0,0.0,3.82,0.0,0.0,0
2,0,0,0,0,0,38.48,2.3,0,8.98,0.0,0.0,2.23,0.0,0.0,0
1,0,0,0,0,0,43.49,2.71,0,2.99,0.0,0.0,3.35,0.0,0.0,0
2,0,0,0,0,0,37.3,7.37,1,36.93,0.0,0.0,0.54,0.0,0.0,0
1,0,0,0,0,0,41.57,1.82,0,4.49,0.0,0.0,2.23,0.0,0.0,0
5,0,0,0,0,0,38.3,2.48,0,14.15,0.0,0.0,3.53,0.0,0.0,0
1,0,0,0,0,0,31.24,3.28,0,761.67,0.0,0.0,0.01,0.0,0.0,0
2,0,0,0,0,0,34.06,7.58,0,1.19,0.0,0.0,16.78,0.0,0.0,0
1,0,0,0,0,0,52.71,8.41,0,4.03,0.0,0.0,2.48,0.0,0.0,0
1,0,0,0,0,0,30.31,7.65,1,27.43,0.0,0.0,0.36,0.0,0.0,0
19,0,0,0,0,0,47.14,0.56,0,51.58,0.0,0.0,3.68,0.0,0.0,0
8,0,0,0,0,0,39.33,0.18,0,53.48,0.0,0.0,1.5,0.0,0.0,0
1,0,0,0,0,0,50.99,3.28,0,1.22,0.0,0.0,8.21,0.0,0.0,0
1,0,0,0,0,0,51.9,7.6,0,4.35,0.0,0.0,2.3,0.0,0.0,0
1,0,0,0,0,0,50.9,3.2,0,1.66,0.0,0.0,6.02,0.0,0.0,0
251,0,0,0,0,0,45.76,4.9,0,299.22,0.0,0.0,8.39,0.0,0.0,0
5,0,0,0,0,0,34.55,9.75,0,3.24,0.0,0.0,15.45,0.0,0.0,0
27,0,0,0,0,1,46.23,0.83,0,60.0,0.0,0.17,4.5,0.0,0.0,0
1,0,0,0,0,0,35.03,1.1,0,80.34,0.0,0.0,0.12,0.0,0.0,0
2,0,0,0,0,0,42.7,1.84,0,1.6,0.0,0.0,12.48,0.0,0.0,0
1,0,0,0,0,0,39.79,3.66,0,8.49,0.0,0.0,1.18,0.0,0.0,0
1,0,0,0,0,0,38.62,2.16,0,9.95,0.0,0.0,1.01,0.0,0.0,0
19,0,0,0,0,0,51.94,4.26,0,37.75,0.0,0.0,5.03,0.0,0.0,0
49,0,0,0,0,0,40.45,1.35,0,49.92,0.0,0.0,9.81,0.0,0.0,0
1,0,0,0,0,0,56.42,14.79,1,1.01,0.0,0.0,9.88,0.0,0.0,0
40,0,0,0,0,0,39.96,2.67,0,153.18,0.0,0.0,2.61,0.0,0.0,0
4,0,0,0,0,0,35.07,1.06,0,158.21,0.0,0.0,0.25,0.0,0.0,0
4,0,0,0,0,0,39.65,2.3,0,14.03,0.0,0.0,2.85,0.0,0.0,0
3,0,0,0,0,0,22.84,21.45,1,8.84,0.0,0.0,3.39,0.0,0.0,0
266,0,0,0,0,0,52.5,4.44,0,457.83,0.0,0.0,5.81,0.0,0.0,0
1,0,0,0,0,0,36.9,7.39,0,3.02,0.0,0.0,3.32,0.0,0.0,0
18,0,0,0,0,0,47.91,6.28,0,32.01,0.0,0.0,5.62,0.0,0.0,0
5,0,0,0,0,0,39.13,2.5,0,2.1,0.0,0.0,23.78,0.0,0.0,0
1,0,0,0,0,0,34.12,7.52,0,1.96,0.0,0.0,5.1,0.0,0.0,0
12,0,0,0,0,0,24.25,17.39,1,16.02,0.0,0.0,7.49,0.0,0.0,0
3,0,0,0,0,0,47.13,7.53,1,3.43,0.0,0.0,8.75,0.0,0.0,0
74574,3,7,6,117,65,41.96,0.32,0,85471.8,0.01,0.01,8.72,0.04,0.08,0
2,0,0,0,0,0,35.03,1.11,0,198.57,0.0,0.0,0.1,0.0,0.0,0
9,0,0,0,0,0,39.34,3.47,0,17.75,0.0,0.0,5.07,0.0,0.0,0
2,0,0,0,0,0,51.86,7.56,0,11.4,0.0,0.0,1.75,0.0,0.0,0
2,0,0,0,0,0,43.84,4.25,0,2.07,0.0,0.0,9.66,0.0,0.0,0
1,0,0,0,0,0,37.64,1.51,0,21.25,0.0,0.0,0.47,0.0,0.0,0
290,0,0,0,0,0,36.6,0.73,0,302.71,0.0,0.0,9.58,0.0,0.0,0
1,0,0,0,0,0,39.78,1.0,0,11.01,0.0,0.0,0.91,0.0,0.0,0
114,0,0,0,0,0,61.9,10.82,1,160.53,0.0,0.0,7.1,0.0,0.0,0
4,0,0,0,0,0,35.63,6.0,0,3.87,0.0,0.0,10.34,0.0,0.0,0
1,0,0,0,0,0,60.97,19.33,1,3.17,0.0,0.0,3.16,0.0,0.0,0
76,0,0,0,1,0,53.09,0.83,0,84.99,0.12,0.0,8.94,0.0,0.0,0
1,0,0,0,0,0,52.64,8.35,0,3.52,0.0,0.0,2.84,0.0,0.0,0
91,0,0,0,0,0,35.8,6.83,1,72.44,0.0,0.0,12.56,0.0,0.0,0
102,0,0,0,25,0,54.41,6.7,0,91.28,2.74,0.0,11.17,0.0,0.0,0
324,0,0,0,0,0,35.08,5.78,1,535.9,0.0,0.0,6.05,0.0,0.0,0
